Temp,Humd,Label
24,42,1
24,45,1
24,48,1
24,51,1
24,53,1
24,56,1
24,59,1
25,61,1
25,63,1
25,64,1
25,65,1
25,67,1
26,66,1
26,65,1
26,64,1
26,63,1
26,61,1
26,60,1
26,58,1
27,57,1
27,56,1
27,54,1
27,53,1
27,52,1
27,49,1
27,49,1
27,48,1
27,48,1
27,47,1
27,45,1
27,45,1
27,44,1
27,43,1
27,43,1
27,43,1
27,42,1
26,42,1
26,42,1
26,41,1
26,41,1
26,39,1
26,39,1
26,39,1
26,39,1
26,38,1
26,38,1
26,38,1
26,38,1
26,38,1
26,37,1
26,37,1
26,37,1
26,37,1
26,37,1
26,37,1
26,37,1
26,36,1
26,36,1
26,36,1
25,36,1
25,36,1
25,36,1
25,36,1
25,36,1
25,36,1
25,35,1
25,35,1
25,35,1
25,35,1
25,35,1
25,35,1
25,35,1
25,35,1
25,35,1
25,35,1
25,35,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,36,1
25,38,1
25,41,1
25,43,1
25,45,1
25,47,1
25,49,1
25,51,1
25,53,1
25,55,1
26,56,1
26,58,1
26,60,1
26,62,1
26,64,1
27,66,1
27,68,1
27,69,1
27,70,1
27,71,1
28,71,1
28,72,1
28,72,1
28,72,1
28,71,1
28,38,1
28,38,1
28,38,1
28,37,1
28,37,1
28,37,1
28,37,1
28,37,1
28,36,1
27,37,1
27,37,1
27,37,1
27,37,1
27,36,1
27,36,1
27,36,1
27,36,1
27,36,1
27,36,1
27,35,1
27,35,1
27,35,1
27,35,1
27,35,1
27,35,1
27,34,1
27,34,1
27,34,1
27,34,1
27,34,1
27,34,1
26,34,1
26,34,1
26,34,1
26,34,1
26,34,1
26,34,1
26,34,1
26,34,1
26,34,1
26,34,1
26,34,1
26,33,1
26,33,1
26,33,1
26,33,1
26,33,1
26,33,1
26,33,1
26,33,1
26,33,1
26,33,1
26,33,1
26,33,1
26,33,1
26,33,1
26,33,1
25,33,1
25,33,1
25,33,1
25,33,1
25,33,1
25,33,1
25,33,1
25,33,1
25,33,1
25,33,1
25,33,1
25,35,1
25,39,1
25,41,1
25,41,1
25,41,1
25,41,1
25,41,1
25,40,1
25,39,1
25,39,1
25,39,1
25,39,1
25,39,1
25,39,1
25,38,1
25,38,1
25,38,1
25,38,1
25,38,1
25,38,1
25,37,1
25,37,1
25,37,1
25,37,1
25,37,1
25,37,1
25,37,1
25,36,1
25,36,1
25,36,1
25,36,1
25,36,1
25,36,1
25,36,1
25,35,1
25,35,1
25,35,1
25,35,1
25,35,1
25,35,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,33,1
24,33,1
24,33,1
24,33,1
24,33,1
24,33,1
24,33,1
24,33,1
24,33,1
24,33,1
24,33,1
24,33,1
24,33,1
24,33,1
24,33,1
24,33,1
24,33,1
24,33,1
24,33,1
24,33,1
24,34,1
24,39,1
24,43,1
24,48,1
24,51,1
24,54,1
24,57,1
25,59,1
25,62,1
25,64,1
25,65,1
25,65,1
26,63,1
26,62,1
26,60,1
26,59,1
26,58,1
26,57,1
26,56,1
26,54,1
26,53,1
26,52,1
26,51,1
26,50,1
26,49,1
26,49,1
26,48,1
26,48,1
26,47,1
26,47,1
26,46,1
26,45,1
26,45,1
26,44,1
26,44,1
26,44,1
26,43,1
26,43,1
26,42,1
26,42,1
26,42,1
26,41,1
26,41,1
26,41,1
26,40,1
26,40,1
26,40,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,38,1
26,38,1
26,38,1
26,38,1
26,38,1
26,38,1
26,38,1
506,613,0
561,633,0
726,691,0
444,331,0
814,721,0
556,702,0
852,576,0
412,499,0
708,206,0
872,782,0
660,202,0
805,581,0
823,804,0
409,537,0
587,317,0
560,875,0
838,690,0
778,257,0
794,771,0
729,831,0
811,203,0
813,397,0
778,478,0
468,621,0
616,808,0
481,600,0
433,780,0
773,338,0
475,200,0
689,749,0
409,734,0
744,587,0
795,212,0
517,352,0
797,821,0
675,658,0
895,594,0
655,205,0
683,379,0
552,228,0
615,501,0
776,563,0
739,224,0
529,289,0
721,691,0
761,643,0
772,795,0
437,311,0
775,429,0
427,875,0
511,850,0
687,390,0
538,873,0
664,756,0
707,497,0
483,398,0
549,589,0
602,871,0
691,883,0
432,774,0
891,427,0
837,474,0
501,846,0
535,841,0
794,776,0
717,703,0
681,210,0
401,756,0
537,403,0
673,732,0
509,439,0
593,587,0
416,636,0
876,769,0
529,427,0
803,712,0
759,208,0
478,590,0
721,684,0
424,337,0
406,685,0
529,430,0
695,639,0
610,361,0
858,272,0
514,292,0
501,414,0
467,528,0
699,691,0
664,335,0
845,765,0
430,382,0
798,603,0
805,507,0
420,491,0
573,373,0
797,765,0
693,340,0
543,262,0
786,281,0
405,206,0
732,681,0
796,891,0
488,237,0
865,608,0
883,577,0
827,829,0
439,388,0
683,377,0
834,574,0
580,372,0
495,742,0
747,710,0
695,575,0
851,372,0
617,344,0
865,875,0
868,590,0
405,638,0
585,618,0
448,434,0
612,568,0
488,646,0
473,341,0
831,784,0
425,416,0
740,763,0
762,897,0
789,470,0
822,399,0
837,340,0
570,751,0
870,405,0
596,552,0
728,675,0
537,859,0
679,408,0
410,867,0
818,730,0
717,683,0
472,602,0
671,270,0
753,424,0
890,503,0
867,405,0
546,231,0
873,509,0
575,763,0
472,500,0
520,722,0
762,867,0
532,243,0
782,424,0
524,315,0
603,372,0
762,565,0
710,603,0
500,549,0
478,491,0
586,373,0
687,867,0
524,249,0
767,237,0
553,596,0
880,478,0
874,369,0
675,334,0
769,336,0
549,869,0
655,461,0
898,613,0
534,592,0
584,742,0
853,844,0
894,262,0
577,371,0
594,300,0
463,797,0
674,640,0
503,720,0
644,715,0
871,335,0
706,260,0
853,736,0
803,459,0
631,346,0
594,695,0
439,418,0
792,851,0
682,715,0
850,618,0
860,363,0
570,359,0
544,664,0
423,811,0
636,328,0
686,808,0
444,578,0
580,589,0
402,682,0
644,519,0
734,618,0
511,762,0
761,815,0
444,704,0
693,647,0
662,623,0
455,427,0
664,449,0
897,847,0
535,326,0
696,753,0
447,704,0
466,723,0
430,373,0
796,691,0
847,765,0
689,300,0
512,384,0
824,694,0
840,844,0
401,501,0
451,642,0
475,743,0
740,657,0
472,744,0
727,225,0
783,756,0
850,390,0
669,404,0
628,696,0
692,849,0
436,772,0
488,860,0
737,428,0
843,769,0
455,886,0
476,399,0
680,709,0
578,438,0
834,799,0
576,856,0
455,334,0
497,849,0
734,609,0
564,219,0
762,392,0
414,287,0
824,492,0
730,422,0
742,262,0
559,669,0
413,792,0
696,574,0
418,261,0
487,665,0
861,706,0
898,752,0
619,833,0
848,482,0
834,368,0
875,250,0
762,411,0
705,821,0
450,457,0
614,223,0
403,743,0
880,657,0
653,501,0
807,265,0
699,617,0
842,825,0
470,551,0
742,318,0
766,616,0
793,655,0
702,308,0
689,711,0
658,666,0
415,624,0
631,470,0
585,481,0
860,275,0
479,289,0
765,798,0
764,453,0
618,512,0
407,593,0
421,421,0
435,766,0
483,794,0
741,314,0
858,451,0
820,655,0
843,768,0
818,262,0
622,308,0
517,863,0
663,325,0
428,289,0
641,592,0
